sk_grunt_buckshot, 0.5, 2.5, 5.0, 6.0, 8.0, 40.0, 800.0, 800.0
sk_babygargantua_health, 40.0, 200.0, 400.0, 600.0, 800.0, 1200.0, 1600.0, 2000.0
sk_babygargantua_dmg_slash, 1.5, 7.5, 15.0, 25.0, 35.0, 175.0, 3500.0, 10000.0
sk_babygargantua_dmg_fire, 0.15, 0.75, 1.5, 2.0, 3.0, 15.0, 3000.0, 3000.0
sk_babygargantua_dmg_stomp, 2.5, 12.5, 25.0, 50.0, 60.0, 300.0, 6000.0, 10000.0
sk_hwgrunt_health, 15.0, 75.0, 150.0, 200.0, 250.0, 375.0, 500.0, 500.0
sk_hwgrunt_minipellets, 1.0, 1.0, 1.0, 1.0, 1.0, 1.2, 1.3, 1.5
sk_rgrunt_explode, 8.0, 40.0, 80.0, 100.0, 125.0, 150.0, 300.0 , 300.0
sk_massassin_sniper, 2.5, 12.5, 25.0, 40.0, 50.0, 250.0, 300.0, 300.0
sk_otis_health, 65.0, 65.0, 65.0, 65.0, 65.0, 75.0, 80.0, 100.0
sk_otis_bullet, 2.0, 10.0, 20.0, 34.0, 50.0, 250.0, 5000.0, 50.0
sk_zombie_barney_health, 5.0, 25.0, 50.0, 60.0, 110.0, 165.0, 220.0, 250.0
sk_zombie_barney_dmg_one_slash, 1.0, 5.0, 10.0, 20.0, 25.0, 125.0, 2500.0, 2500.0
sk_zombie_barney_dmg_both_slash, 2.5, 12.5, 25.0, 35.0, 40.0, 200.0, 4000.0, 4000.0
sk_zombie_soldier_health, 6.0, 30.0, 60.0, 90.0, 150.0, 225.0, 300.0, 300.0
sk_zombie_soldier_dmg_one_slash, 1.0, 5.0, 10.0, 20.0, 40.0, 200.0, 4000.0, 4000.0
sk_zombie_soldier_dmg_both_slash, 2.5, 12.5, 25.0, 40.0, 55.0, 275.0, 5500.0, 5500.0
sk_gonome_health, 8.5, 42.5, 85.0, 125.0, 200.0, 300.0, 400.0, 400.0
sk_gonome_dmg_one_slash, 1.0, 5.0, 10.0, 20.0, 30.0, 150.0, 3000.0, 3000.0
sk_gonome_dmg_guts, 1.0, 5.0, 10.0, 10.0, 15.0, 75.0, 1500.0, 1500.0
sk_gonome_dmg_one_bite, 0.7, 3.5, 7.0, 14.0, 15.0, 75.0, 1500.0, 1500.0
sk_pitdrone_health, 4.0, 20.0, 40.0, 60.0, 110.0, 165.0, 220.0, 220.0
sk_pitdrone_dmg_bite, 1.5, 7.5, 15.0, 20.0, 25.0, 125.0, 2500.0, 2500.0
sk_pitdrone_dmg_whip, 2.5, 12.5, 25.0, 30.0, 35.0, 175.0, 3500.0, 3500.0
sk_pitdrone_dmg_spit, 1.0, 5.0, 10.0, 12.5, 15.0, 75.0, 1000.0, 1000.0
sk_shocktrooper_health, 5.0, 25.0, 50.0, 80.0, 200.0, 300.0, 400.0, 400.0
sk_shocktrooper_kick, 0.5, 2.5, 5.0, 10.0, 12.0, 60.0, 1200.0, 1200.0
sk_shocktrooper_maxcharge, 0.8, 4.0, 8.0, 8.0, 10.0, 50.0, 1000.0, 1000.0
sk_tor_health, 60.0, 300.0, 600.0, 800.0, 1000.0, 1500.0, 2000.0, 2000.0
sk_tor_punch, 4.0, 20.0, 40.0, 55.0, 75.0, 315.0, 7500.0, 7500.0
sk_tor_energybeam, 0.2, 1.0, 2.0, 3.0, 5.0, 25.0, 500.0, 5000.0
sk_tor_sonicblast, 1.0, 5.0, 10.0, 15.0, 25.0, 125.0, 2500.0, 2500.0
sk_voltigore_health, 16.0, 160.0, 320.0, 350.0, 450.0, 675.0, 900.0, 900.0
sk_voltigore_dmg_punch, 3.0, 15.0, 30.0, 40.0, 50.0, 250.0, 5000.0, 5000.0
sk_voltigore_dmg_beam, 4.0, 20.0, 40.0, 50.0, 60.0, 300.0, 6000.0, 6000.0
sk_voltigore_dmg_explode, 15.0, 75.0, 150.0, 200.0, 250.0, 500.0, 1000.0, 25000.0
sk_tentacle, 50.0, 250.0, 500.0, 750.0, 900.0, 1350.0, 1800.0, 100000.0
sk_blkopsosprey, 45.0, 225.0, 450.0, 600.0, 750.0, 1125.0, 1500.0, 2000.0
sk_osprey, 45.0, 225.0, 450.0, 600.0, 750.0, 1125.0, 1500.0, 2000.0
sk_stukabat, 10.0, 50.0, 100.0, 123.0, 150.0, 225.0, 300.0, 400.0
sk_sqknest_health, 3.0, 15.0, 30.0, 50.0, 100.0, 150.0, 200.0, 300.0
sk_kingpin_health, 30.0, 150.0, 300.0, 450.0, 600.0, 900.0, 1200.0, 1200.0
sk_kingpin_lightning, 2.0, 10.0, 20.0, 25.0, 40.0, 200.0, 4000.0, 4000.0
sk_kingpin_tele_blast, 1.0, 5.0, 10.0, 15.0, 25.0, 125.0, 2500.0, 2500.0
sk_kingpin_plasma_blast, 6.0, 30.0, 60.0, 80.0, 100.0, 500.0, 10000.0, 10000.0
sk_kingpin_melee, 3.0, 15.0, 30.0, 40.0, 50.0, 250.0, 5000.0, 5000.0
sk_kingpin_telefrag, 30.0, 150.0, 300.0, 500.0, 1000.0, 5000.0, 100000.0, 100000.0
sk_plr_HpMedic, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0
sk_plr_wrench, 220.0, 44.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0
sk_plr_grapple, 400.0, 80.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0
sk_plr_uzi, 100.0, 20.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0
sk_556_bullet, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0
sk_plr_secondarygauss, 1900.0, 380.0, 190.0, 190.0, 190.0, 190.0, 190.0, 190.0
sk_hornet_pdmg, 120.0, 24.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0
sk_plr_762_bullet, 1100.0, 220.0, 110.0, 110.0, 110.0, 110.0, 110.0, 110.0
sk_plr_spore, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0
sk_plr_shockrifle, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0
sk_plr_shockrifle_beam, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0, 2.0
sk_shockroach_dmg_xpl_touch, 25.0, 125.0, 250.0, 350.0, 500.0, 750.0, 1000.0, 50000.0
sk_shockroach_dmg_xpl_splash, 10.0, 20.0, 30.0, 50.0, 75.0, 100.0, 150.0, 1000.0
sk_plr_displacer_other, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0, 250.0
sk_plr_displacer_radius, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0, 300.0
